group,feature,n,pearson,pearson_p,spearman,spearman_p
5_6C_36PER_4_3C,soh_loss,1550,-0.9541506028054811,0.0,-0.9217834844225025,0.0
5_6C_36PER_4_3C,dsoh,1550,0.4516753759586979,8.980294935176765e-79,0.6830303597908551,1.7991535997021513e-213
5_6C_36PER_4_3C,abs_dsoh,1550,-0.2926824281674009,5.418978732401749e-32,-0.5366337867606988,2.5559151699565337e-116
5_6C_36PER_4_3C,soh_slope_w10,1534,0.506125250638725,1.4329931385940688e-100,0.745117416040215,8.531710673681192e-272
5_6C_36PER_4_3C,soh_slope_w25,1534,0.561459075860399,3.832754130695947e-128,0.8202152428289865,0.0
5_6C_36PER_4_3C,soh_slope_w50,1534,0.6430255909217816,1.0096523359709123e-179,0.8852912635306118,0.0
5_6C_36PER_4_3C,soh_curv_w50,1534,-0.2861920654654428,2.6366821290594584e-30,-0.5434467144427976,1.3442330820476502e-118
5_6C_36PER_4_3C,soh_std_w25,1534,-0.2983557170456659,6.559034728776509e-33,-0.4121189240187251,5.888185170878619e-64
5_6C_36PER_4_3C,chargetime,1550,-0.0766783824839229,0.0025207145179862033,-0.0400833447843168,0.11469347074740148
5_6C_36PER_4_3C,ct_slope_w25,1534,-0.08772427456457813,0.0005824274562078288,-0.06113324950291361,0.016636144154546895
5_6C_36PER_4_3C,ct_std_w25,1534,-0.13090010754746612,2.6773951212203285e-07,-0.035281431381409524,0.16723373585181245
5_6C_36PER_4_3C,ct_cummean,1550,-0.09267022832070634,0.00025884015905554785,-0.10545994950499728,3.17943389646116e-05
5_6C_36PER_4_3C,IR,1550,0.2232471868270835,5.860523903488126e-19,0.15446333453232414,9.774890269516475e-10
5_6C_36PER_4_3C,ir_slope_w25,1534,-0.1391487058944066,4.446333124562573e-08,-0.11994473551759659,2.465285107793594e-06
5_6C_36PER_4_3C,ir_std_w25,1534,0.10420902312485818,4.326882572817538e-05,-0.1692488370151957,2.5296962857878998e-11
5_6C_36PER_4_3C,ir_delta,1550,-0.13985850145590148,3.220848404381886e-08,-0.27085687271905146,1.814147073634806e-27
5_6C_36PER_4_3C,ir_rel,1550,-0.1141142968597953,6.675566286537614e-06,-0.24216812355770942,4.0132436093078553e-22
5_6C_36PER_4_3C,Tavg,1550,-0.5062012952315307,1.233005969792802e-101,-0.5211256762766737,1.1927786895038195e-108
5_6C_36PER_4_3C,tavg_slope_w25,1534,-0.12988432993182547,3.3153014024184684e-07,-0.09398082067284312,0.00022776854032408026
5_6C_36PER_4_3C,tavg_std_w25,1534,-0.44218584853025156,1.9218442487641843e-74,-0.6547816354085824,1.6906656854303753e-188
5_6C_36PER_4_3C,tavg_cummean,1550,-0.4160850485573727,6.084270254667417e-66,-0.43439127234573455,2.37749056187133e-72
5_6C_36PER_4_3C,tavg_max_w25,1534,-0.5412179804888895,1.8601843831065203e-117,-0.568133457661979,7.858763046676379e-132
5_6C_36PER_4_3C,C1_filled,1550,,,,
5_6C_36PER_4_3C,Q1,1550,,,,
5_6C_36PER_4_3C,C2,1550,,,,
5_6C_36PER_4_3C,initial_capacity,1550,0.09120683354926785,0.00032387406508468974,0.10667412176688905,2.571977756439158e-05
5_6C_36PER_4_3C,mean_chargetime,1550,0.32881884381397997,2.1097404889259118e-40,0.2661873979687203,1.494711588155037e-26
5_6C_36PER_4_3C,mean_IR,1550,0.22120688950299316,1.2373228534202346e-18,0.16641851017724352,4.320725407083735e-11
5_6C_36PER_4_3C,mean_Tavg,1550,-0.3047551065543107,1.1335790172618278e-34,-0.24848073693791775,3.0530411349774105e-23
5_6C_36PER_4_3C,dataset_id,1550,,,,
5_6C_36PER_4_3C,t1,1550,,,,
5_6C_36PER_4_3C,t2,1550,,,,
5_6C_36PER_4_3C,t12,1550,,,,
5_6C_36PER_4_3C,avgC80,1550,,,,
5_6C_36PER_4_3C,C1_over_C2,1550,,,,
